"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","7364","60.04%","1930","55.73%","9294","59.09%"
"White","4704","38.35%","1498","43.26%","6202","39.43%"
"Hispanic","46","0.38%","14","0.40%","60","0.38%"
"Native American","26","0.21%","6","0.17%","32","0.20%"
"Asian","35","0.29%","15","0.43%","50","0.32%"
"unknown","91","0.74%","0","0.00%","91","0.58%"
"TOTAL","12266","100.00%","3463","100.00%","15729","100.00%"
