"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","7288","60.49%","1910","55.62%","9198","59.05%"
"White","4651","38.60%","1488","43.33%","6139","39.41%"
"Hispanic","47","0.39%","15","0.44%","62","0.40%"
"Native American","27","0.22%","6","0.17%","33","0.21%"
"Asian","36","0.30%","15","0.44%","51","0.33%"
"unknown","","0.00%","","0.00%","94","0.60%"
"TOTAL","12049","100.00%","3434","100.00%","15577","100.00%"
