"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11657","60.05%","2776","47.99%","14433","57.28%"
"White","7443","38.34%","2930","50.65%","10373","41.17%"
"Hispanic","128",".66%","18",".31%","146",".58%"
"Native American","19",".10%","7",".12%","26",".10%"
"Asian","59",".30%","13",".22%","72",".29%"
"unknown","105",".54%","41",".71%","146",".58%"
"TOTAL","19411","100.00%","5785","100.00%","25196","100.00%"
