"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14792","60.54%","3247","46.04%","18039","57.29%"
"White","9272","37.95%","3693","52.37%","12965","41.18%"
"Hispanic","189","0.77%","50",".71%","239",".76%"
"Native American","24",".10%","14",".20%","38",".12%"
"Asian","79",".32%","17",".24%","96",".30%"
"unknown","77",".32%","31",".44%","108",".34%"
"TOTAL","24433","100.00%","7052","100.00%","31485","100.00%"
