"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11226","58.65%","2754","49.12%","13980","56.49%"
"White","7444","38.89%","2714","48.40%","10158","41.04%"
"Hispanic","161","0.84%","23","0.41%","184","0.74%"
"Native American","30","0.16%","6","0.11%","36","0.15%"
"Asian","53","0.28%","11","0.20%","64","0.26%"
"unknown","228","1.19%","99","1.77%","327","1.32%"
"TOTAL","19142","100.00%","5607","100.00%","24749","100.00%"
