"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","8200","58.65%","2271","51.59%","10471","56.96%"
"White","5548","39.68%","2069","47.00%","7617","41.43%"
"Hispanic","71","0.51%","12","0.27%","83","0.45%"
"Native American","22","0.16%","3","0.07%","25","0.14%"
"Asian","33","0.24%","16","0.36%","49","0.27%"
"unknown","108","0.77%","31","0.70%","139","0.76%"
"TOTAL","13982","100.00%","4402","100.00%","18384","100.00%"
