"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14307","60.30%","3385","48.01%","17692","57.48%"
"White","9055","38.16%","3568","50.60%","12623","41.01%"
"Hispanic","166",".70%","38",".54%","204",".66%"
"Native American","27",".11%","6",".09%","33",".11%"
"Asian","76",".32%","18",".26%","94",".31%"
"Data Unavailable","95",".40%","36",".51%","131",".43%"
"TOTAL","23726","100.00%","7051","100.00%","30777","100.00%"
