"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","8408","60.13%","2200","52.88%","10608","58.25%"
"White","5449","38.97%","1905","45.79%","7354","40.38%"
"Hispanic","66","0.47%","21","0.50%","87","0.48%"
"Native American","27","0.19%","9","0.22%","36","0.20%"
"Asian","32","0.23%","25","0.60%","57","0.31%"
"unknown","0","0.00%","0","0.00%","69","0.38%"
"TOTAL","13982","100.00%","4160","100.00%","18211","100.00%"
