"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","10818","58.68%","2821","50.88%","13639","56.88%"
"White","7236","39.25%","2605","46.99%","9841","41.04%"
"Hispanic","131","0.71%","21","0.38%","152","0.63%"
"Native American","22","0.12%","5","0.09%","27","0.11%"
"Asian","46","0.25%","18","0.32%","64","0.27%"
"unknown","183","0.99%","74","1.33%","257","1.07%"
"TOTAL","18436","100.00%","5544","100.00%","23980","100.00%"
