"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11168","59.17%","2630","47.71%","13798","56.58%"
"White","7301","38.68%","2777","50.38%","10078","41.33%"
"Hispanic","144","0.76%","18","0.33%","162","0.66%"
"Native American","23","0.12%","4","0.07%","27","0.11%"
"Asian","47","0.25%","84","0.15%","55","0.23%"
"unknown","191","1.01%","75","1.36%","266","1.09%"
"TOTAL","18874","100.00%","5512","100.00%","24386","100.00%"
