"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11383","58.55%","2780","49.21%","14163","56.45%"
"White","7565","38.91%","2732","48.36%","10297","41.04%"
"Hispanic","170","0.87%","21","0.37%","191","0.76%"
"Native American","29","0.15%","6","0.11%","35","0.14%"
"Asian","53","0.27%","14","0.25%","67","0.27%"
"Data Unavailable","242","1.24%","96","1.70%","338","1.35%"
"TOTAL","19442","100.00%","5649","100.00%","25091","100.00%"
