"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","16270","60.87%","3721","47.58%","19991","57.86%"
"White","10082","37.72%","3989","51.01%","14071","40.73%"
"Hispanic","172","0.64%","47",".60%","219",".63%"
"Native American","29",".11%","8",".10%","37",".11%"
"Asian","79",".30%","21",".27%","100",".29%"
"Data Unavailable","99",".37%","34",".43%","133",".38%"
"TOTAL","26731","100.00%","7820","100.00%","34551","100.00%"
