"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12573","59.83%","3070","48.52%","15643","57.22%"
"White","8093","38.51%","3158","49.91%","11251","41.15%"
"Hispanic","142",".68%","24",".38%","166",".61%"
"Native American","16",".08%","8",".13%","24",".09%"
"Asian","65",".31%","14",".22%","79",".29%"
"Data Unavailable","124",".59%","53",".84%","177",".65%"
"TOTAL","21013","100.00%","6327","100.00%","27340","100.00%"
