"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","10787","57.71%","2274","39.44%","13061","53.40%"
"White","7611","40.72%","3407","59.09%","11018","45.05%"
"Hispanic","155","0.83%","39",".68%","194",".79%"
"Native American","19",".10%","13",".23%","32",".13%"
"Asian","59",".32%","12",".21%","71",".29%"
"unknown","60",".32%","21",".36%","81",".33%"
"TOTAL","18691","100.00%","5766","100.00%","24457","100.00%"
