"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","16751","60.76%","3745","47.07%","20496","57.69%"
"White","10397","37.71%","4070","51.15%","14467","40.72%"
"Hispanic","211","0.77%","56",".70%","267",".75%"
"Native American","30",".11%","13",".16%","43",".12%"
"Asian","83",".30%","24",".30%","107",".30%"
"Data Unavailable","98",".36%","49",".62%","147",".41%"
"TOTAL","27570","100.00%","7957","100.00%","35527","100.00%"
