"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","13604","59.69%","3267","47.51%","16871","56.87%"
"White","8847","38.82%","3528","51.31%","12375","41.71%"
"Hispanic","158",".69%","30",".44%","188",".63%"
"Native American","23",".10%","5",".07%","28",".09%"
"Asian","78",".34%","16",".23%","94",".32%"
"Data Unavailable","82",".36%","30",".44%","112",".38%"
"TOTAL","22792","100.00%","6876","100.00%","29668","100.00%"
