"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11189","58.61%","2734","49.10%","13923","56.46%"
"White","7434","38.94%","2699","48.47%","10133","41.09%"
"Hispanic","161","0.84%","22","0.40%","183","0.74%"
"Native American","30","0.16%","6","0.11%","36","0.15%"
"Asian","51","0.27%","12","0.22%","63","0.26%"
"unknown","226","1.18%","95","1.71%","321","1.30%"
"TOTAL","19091","100.00%","5568","100.00%","24659","100.00%"
