"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","10415","58.53%","2205","41.05%","12620","54.48%"
"White","7122","40.02%","3083","57.40%","10205","44.05%"
"Hispanic","149","0.84%","33",".61%","182",".79%"
"Native American","15",".08%","16",".30%","31",".13%"
"Asian","54",".30%","16",".30%","70",".30%"
"unknown","40",".22%","18",".34%","58",".25%"
"TOTAL","17795","100.00%","5371","100.00%","23166","100.00%"
