"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12811","59.79%","3160","48.98%","15971","57.29%"
"White","8268","38.59%","3190","49.45%","11458","41.10%"
"Hispanic","149",".70%","28",".43%","177",".63%"
"Native American","19",".09%","10",".16%","29",".10%"
"Asian","71",".33%","17",".26%","88",".32%"
"Data Unavailable","109",".51%","46",".71%","155",".56%"
"TOTAL","21427","100.00%","6451","100.00%","27878","100.00%"
