"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","8520","58.82%","2314","51.18%","10834","57.01%"
"White","5736","39.60%","2145","47.45%","7881","41.47%"
"Hispanic","77","0.53%","14","0.31%","91","0.48%"
"Native American","20","0.14%","5","0.11%","25","0.13%"
"Asian","34","0.23%","16","0.35%","50","0.26%"
"Data Unavailable","97","0.67%","27","0.60%","124","0.65%"
"TOTAL","14484","100.00%","4521","100.00%","19005","100.00%"
