"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12150","60.79%","2550","43.84%","14700","56.97%"
"White","7590","37.97%","3183","54.73%","10773","41.75%"
"Hispanic","147","0.74%","36",".62%","183",".71%"
"Native American","18",".09%","13",".22%","31",".12%"
"Asian","53",".27%","11",".19%","64",".25%"
"unknown","29",".15%","23",".40%","52",".20%"
"TOTAL","19987","100.00%","5816","100.00%","25803","100.00%"
