"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","10,542","58.10%","2,231","40.23%","12,773","53.92%"
"White","7,338","40.44%","3,233","58.29%","10,571","44.62%"
"Hispanic","138","0.76%","35",".63%","173",".73%"
"Native American","19",".10%","13",".23%","32",".14%"
"Asian","56",".31%","13",".23%","69",".29%"
"Data Unavailable","51",".28%","21",".38%","72",".30%"
"TOTAL","18,144","100.00%","5,546","100.00%","23,690","100.00%"
