"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11,564","60.07%","2,746","48.25%","14,310","57.37%"
"White","7,374","38.30%","2,866","50.36%","10,240","41.05%"
"Hispanic","131",".68%","18",".32%","149",".60%"
"Native American","21",".11%","7",".12%","28",".11%"
"Asian","56",".29%","11",".19%","67",".27%"
"Data Unavailable","106",".55%","43",".76%","149",".60%"
"TOTAL","19,252","100.00%","5,691","100.00%","24,943","100.00%"
