"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","7209","60.09%","1929","55.85%","9138","59.14%"
"White","4657","38.81%","1485","42.99%","6142","39.75%"
"Hispanic","48","0.40%","14","0.41%","62","0.40%"
"Native American","29","0.24%","7","0.20%","36","0.23%"
"Asian","36","0.30%","19","0.55%","55","0.36%"
"unknown","19","0.16%","0","0.00%","19","0.12%"
"TOTAL","11998","100.00%","3454","100.00%","15452","100.00%"
