"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","10534","58.56%","2444","46.50%","12978","55.83%"
"White","6998","38.90%","2694","51.26%","9692","41.69%"
"Hispanic","149","0.83%","22","0.42%","171","0.74%"
"Native American","23","0.13%","2","0.04%","25","0.11%"
"Asian","50","0.28%","52","0.10%","55","0.24%"
"Data Unavailable","235","1.31%","89","1.69%","324","1.39%"
"TOTAL","17989","100.00%","5256","100.00%","23245","100.00%"
