"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","10,800","57.35%","2,272","39.40%","13,072","53.14%"
"White","7,742","41.11%","3,414","59.21%","11,156","45.36%"
"Hispanic","151","0.80%","36",".62%","187",".76%"
"Native American","20","13.00%","11",".19%","31",".13%"
"Asian","53",".28%","11",".19%","64",".26%"
"Data Unavailable","65",".35%","22",".38%","87",".35%"
"TOTAL","18,831","112.89%","5,766","100.00%","24,597","100.00%"
