"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11,305","59.28%","2,684","47.73%","13,989","56.65%"
"White","7,371","38.65%","2,835","50.42%","10,206","41.33%"
"Hispanic","146","0.77%","19","0.34%","165","0.67%"
"Native American","24","0.13%","94","0.07%","28","0.11%"
"Asian","47","0.25%","9","0.16%","56","0.23%"
"Data Unavailable","177","0.93%","72","1.28%","249","1.01%"
"TOTAL","19,070","100.00%","5,623","100.00%","24,693","100.00%"
