"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","7393","59.91%","1939","55.86%","9332","59.02%"
"White","4741","38.42%","1499","43.19%","6240","39.47%"
"Hispanic","47","0.38%","13","0.37%","60","0.38%"
"Native American","30","0.24%","6","0.17%","36","0.23%"
"Asian","36","0.29%","14","0.40%","50","0.32%"
"unknown","93","0.75%","0","0.00%","93","0.59%"
"TOTAL","12340","100.00%","3471","100.00%","15811","100.00%"
