"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15628","60.89%","3614","47.96%","19242","57.95%"
"White","9675","37.69%","3814","50.62%","13489","40.63%"
"Hispanic","167","0.65%","43",".57%","210",".63%"
"Native American","29",".11%","9",".12%","38",".11%"
"Asian","76",".30%","20",".27%","96",".29%"
"Data Unavailable","93",".36%","35",".46%","128",".39%"
"TOTAL","25668","100.00%","7535","100.00%","33203","100.00%"
