"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11801","59.92%","2818","47.84%","14619","57.14%"
"White","7582","38.50%","2990","50.76%","10572","41.32%"
"Hispanic","128",".65%","21",".36%","149",".58%"
"Native American","17",".09%","7",".12%","24",".09%"
"Asian","60",".30%","13",".22%","73",".29%"
"unknown","107",".54%","42",".71%","149",".58%"
"TOTAL","19695","100.00%","5891","100.00%","25586","100.00%"
