"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11754","60.58%","2460","43.27%","14214","56.65%"
"White","7408","38.18%","3142","55.27%","10550","42.05%"
"Hispanic","145","0.75%","34",".60%","179",".71%"
"Native American","18",".09%","14",".25%","32",".13%"
"Asian","51",".26%","11",".19%","62",".25%"
"unknown","28",".14%","24",".42%","52",".21%"
"TOTAL","19404","100.00%","5685","100.00%","25089","100.00%"
