"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","10278","57.69%","2332","46.18%","12610","55.14%"
"White","7051","39.57%","2593","51.35%","9644","42.17%"
"Hispanic","173","0.97%","21","0.42%","194","0.85%"
"Native American","23","0.13%","84","0.08%","27","0.12%"
"Asian","50","0.28%","8","0.16%","58","0.25%"
"unknown","242","1.36%","92","1.82%","334","1.46%"
"TOTAL","17817","100.00%","5050","100.00%","22867","100.00%"
