"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","10484","58.08%","2379","46.63%","12863","55.55%"
"White","7095","39.30%","2609","51.14%","9704","41.91%"
"Hispanic","184","1.02%","24","0.47%","208","0.90%"
"Native American","22","0.12%","5","0.10%","27","0.12%"
"Asian","48","0.27%","95","0.18%","57","0.25%"
"unknown","219","1.21%","76","1.49%","295","1.27%"
"TOTAL","18052","100.00%","5102","100.00%","23154","100.00%"
