"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11335","59.97%","2692","48.53%","14027","57.37%"
"White","7237","38.29%","2775","50.03%","10012","40.95%"
"Hispanic","127","0.67%","16","0.29%","143","0.58%"
"Native American","21","0.11%","5","0.09%","26","0.11%"
"Asian","56","0.30%","11","0.20%","67","0.27%"
"unknown","125","0.66%","48","0.87%","173","0.71%"
"TOTAL","18901","100.00%","5547","100.00%","24448","100.00%"
