"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","10726","57.77%","2254","39.65%","12980","53.52%"
"White","7557","40.70%","3349","58.91%","10906","44.97%"
"Hispanic","146","0.79%","36",".63%","182",".75%"
"Native American","21",".11%","12",".21%","33",".14%"
"Asian","59",".32%","14",".25%","73",".30%"
"unknown","57",".31%","20",".35%","77",".32%"
"TOTAL","18566","100.00%","5685","100.00%","24251","100.00%"
