"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12871","60.66%","2719","44.09%","15590","56.92%"
"White","8069","38.03%","3361","54.50%","11430","41.74%"
"Hispanic","158","0.74%","37",".60%","195",".71%"
"Native American","19",".09%","13",".21%","32",".12%"
"Asian","56",".26%","12",".19%","68",".25%"
"unknown","47",".22%","25",".41%","72",".26%"
"TOTAL","21220","100.00%","6167","100.00%","27387","100.00%"
