"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14064","59.81%","3354","47.66%","17418","57.01%"
"White","9085","38.63%","3588","50.98%","12673","41.48%"
"Hispanic","169",".72%","33",".47%","202",".66%"
"Native American","25",".11%","6",".09%","31",".10%"
"Asian","75",".32%","20",".28%","95",".31%"
"unknown","98",".42%","37",".53%","135",".44%"
"TOTAL","23516","100.00%","7038","100.00%","30554","100.00%"
