"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11300","59.80%","2356","42.12%","13656","55.76%"
"White","7338","38.83%","3148","56.28%","10486","42.82%"
"Hispanic","149","0.79%","36",".64%","185",".76%"
"Native American","15",".08%","16",".29%","31",".13%"
"Asian","61",".32%","15",".27%","76",".31%"
"unknown","33",".17%","22",".39%","55",".22%"
"TOTAL","18896","100.00%","5593","100.00%","24489","100.00%"
