"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","8616","58.73%","2357","51.33%","10973","56.97%"
"White","5822","39.69%","2171","47.28%","7993","41.50%"
"Hispanic","79","0.54%","14","0.30%","93","0.48%"
"Native American","20","0.14%","5","0.11%","25","0.13%"
"Asian","35","0.24%","16","0.35%","51","0.26%"
"unknown","98","0.67%","29","0.63%","127","0.66%"
"TOTAL","14670","100.00%","4592","100.00%","19262","100.00%"
