"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","7401","60.13%","1864","55.41%","9265","59.12%"
"White","4698","38.17%","1472","43.76%","6170","39.37%"
"Hispanic","46","0.37%","11","0.33%","57","0.36%"
"Native American","31","0.25%","4","0.12%","35","0.22%"
"Asian","36","0.29%","13","0.39%","49","0.31%"
"Data Unavailable","96","0.78%","0","0.00%","96","0.61%"
"TOTAL","12308","100.00%","3364","100.00%","15672","100.00%"
