"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","10594","58.61%","2767","50.96%","13361","56.85%"
"White","7097","39.27%","2549","46.94%","9646","41.04%"
"Hispanic","129","0.71%","20","0.37%","149","0.63%"
"Native American","20","0.11%","5","0.09%","25","0.11%"
"Asian","46","0.25%","17","0.31%","63","0.27%"
"Data Unavailabl","188","1.04%","72","1.33%","260","1.11%"
"TOTAL","18074","100.00%","5430","100.00%","23504","100.00%"
