"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","16754","60.41%","3802","47.03%","20556","57.39%"
"White","10573","38.13%","4159","51.44%","14732","41.13%"
"Hispanic","197","0.71%","54",".67%","251",".70%"
"Native American","29",".10%","11",".14%","40",".11%"
"Asian","91",".33%","23",".28%","114",".32%"
"unknown","88",".32%","36",".45%","124",".35%"
"TOTAL","27732","100.00%","8085","100.00%","35817","100.00%"
