"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","8,806","58.80%","2,385","51.04%","11,191","56.95%"
"White","5,929","39.59%","2,224","47.59%","8,153","41.49%"
"Hispanic","86","0.57%","15","0.32%","101","0.51%"
"Native American","18","0.12%","5","0.11%","23","0.12%"
"Asian","33","0.22%","16","0.34%","49","0.25%"
"Data Unavailable","105","0.70%","28","0.60%","133","0.68%"
"TOTAL","14,977","100.00%","4,673","100.00%","19,650","100.00%"
