"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","16467","60.61%","3719","46.63%","20186","57.44%"
"White","10319","37.98%","4057","50.87%","14376","40.90%"
"Hispanic","177","0.65%","53",".66%","230",".65%"
"Native American","31",".11%","10",".13%","41",".12%"
"Asian","81",".30%","102","1.28%","183",".52%"
"unknown","94",".35%","35",".44%","129",".37%"
"TOTAL","27169","100.00%","7976","100.00%","35145","100.00%"
