"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","9010","58.81%","2461","51.07%","11471","56.96%"
"White","6052","39.50%","2285","47.42%","8337","41.40%"
"Hispanic","92","0.60%","15","0.31%","107","0.53%"
"Native American","17","0.11%","4","0.08%","21","0.10%"
"Asian","34","0.22%","16","0.33%","50","0.25%"
"Data Unavailable","115","0.75%","38","0.79%","153","0.76%"
"TOTAL","15320","100.00%","4819","100.00%","20139","100.00%"
