"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11328","59.91%","2353","42.05%","13681","55.83%"
"White","7331","38.77%","3158","56.43%","10489","42.80%"
"Hispanic","150","0.79%","36",".64%","186",".76%"
"Native American","15",".08%","15",".27%","30",".12%"
"Asian","58",".31%","14",".25%","72",".29%"
"Data Unavailable","27",".14%","20",".36%","47",".19%"
"TOTAL","18909","100.00%","5596","100.00%","24505","100.00%"
