"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","7,156","60.39%","1,829","54.74%","8,985","58.30%"
"White","4,583","38.68%","1,481","44.33%","6,064","39.35%"
"Hispanic","46","0.39%","13","0.39%","59","0.38%"
"Native American","28","0.24%","6","0.18%","34","0.22%"
"Asian","37","0.31%","12","0.36%","49","0.32%"
"Unknown","0","0.00%","0","0.00%","221","1.43%"
"TOTAL","11,850","100.00%","3,341","100.00%","15,412","100.00%"
