"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","10711","58.72%","2494","46.73%","13205","56.01%"
"White","7075","38.79%","2722","51.00%","9797","41.55%"
"Hispanic","154","0.84%","23","0.43%","177","0.75%"
"Native American","24","0.13%","2","0.04%","26","0.11%"
"Asian","49","0.27%","72","0.13%","56","0.24%"
"unknown","228","1.25%","89","1.67%","317","1.34%"
"TOTAL","18241","100.00%","5337","100.00%","23578","100.00%"
