"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12995","59.62%","3207","48.35%","16202","56.99%"
"White","8465","38.84%","3334","50.26%","11799","41.50%"
"Hispanic","146",".67%","24",".36%","170",".60%"
"Native American","26",".12%","10",".15%","36",".13%"
"Asian","65",".30%","19",".29%","84",".30%"
"Data Unavailable","100",".46%","39",".59%","139",".49%"
"TOTAL","21797","100.00%","6633","100.00%","28430","100.00%"
