"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","8580","60.05%","2229","52.68%","10809","58.13%"
"White","5581","39.06%","1950","46.09%","7531","40.50%"
"Hispanic","67","0.47%","19","0.45%","86","0.46%"
"Native American","28","0.20%","9","0.21%","37","0.20%"
"Asian","32","0.22%","24","0.57%","56","0.30%"
"unknown","0","0.00%","0","0.00%","76","0.41%"
"TOTAL","14288","100.00%","4231","100.00%","18595","100.00%"
