"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","13067","59.78%","3167","48.11%","16234","57.08%"
"White","8461","38.71%","3332","50.62%","11793","41.46%"
"Hispanic","149",".68%","25",".38%","174",".61%"
"Native American","22",".10%","9",".14%","31",".11%"
"Asian","64",".29%","17",".26%","81",".28%"
"unknown","97",".44%","33",".50%","130",".46%"
"TOTAL","21860","100.00%","6583","100.00%","28443","100.00%"
