"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","7433","60.16%","1886","55.59%","9319","59.17%"
"White","4710","38.12%","1482","43.68%","6192","39.32%"
"Hispanic","46","0.37%","10","0.29%","56","0.36%"
"Native American","30","0.24%","4","0.12%","34","0.22%"
"Asian","38","0.31%","11","0.32%","49","0.31%"
"unknown","99","0.80%","0","0.00%","99","0.63%"
"TOTAL","12356","100.00%","3393","100.00%","15749","100.00%"
