"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12956","59.84%","3122","48.19%","16078","57.16%"
"White","8368","38.65%","3279","50.62%","11647","41.41%"
"Hispanic","149",".69%","24",".37%","173",".62%"
"Native American","21",".10%","7",".11%","28",".10%"
"Asian","61",".28%","18",".28%","79",".28%"
"Data Unavailable","95",".44%","28",".43%","123",".44%"
"TOTAL","21650","100.00%","6478","100.00%","28128","100.00%"
