"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","10,283","58.03%","2,357","46.00%","12,640","55.33%"
"White","6,970","39.33%","2,647","51.66%","9,617","42.10%"
"Hispanic","145","0.82%","18","0.35%","163","0.71%"
"Native American","19","0.11%","6","0.12%","25","0.11%"
"Asian","42","0.24%","46","0.08%","46","0.20%"
"Data Unavailable","261","1.47%","92","1.80%","353","1.55%"
"TOTAL","17,720","100.00%","5,124","100.00%","22,844","100.00%"
