"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11046","58.43%","2523","47.14%","13569","55.94%"
"White","7365","38.96%","2703","50.50%","10068","41.51%"
"Hispanic","192","1.02%","24","0.45%","216","0.89%"
"Native American","22","0.12%","5","0.09%","27","0.11%"
"Asian","47","0.25%","12","0.22%","59","0.24%"
"unknown","232","1.23%","85","1.59%","317","1.31%"
"TOTAL","18904","100.00%","5352","100.00%","24256","100.00%"
