"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","7383","60.04%","1887","55.65%","9270","59.09%"
"White","4703","38.25%","1476","43.53%","6179","39.39%"
"Hispanic","47","0.38%","12","0.35%","59","0.38%"
"Native American","30","0.24%","5","0.15%","35","0.22%"
"Asian","38","0.31%","11","0.32%","49","0.31%"
"unknown","96","0.78%","0","0.00%","96","0.61%"
"TOTAL","12297","100.00%","3391","100.00%","15688","100.00%"
