"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12607","59.64%","3099","48.60%","15706","57.09%"
"White","8183","38.71%","3187","49.98%","11370","41.33%"
"Hispanic","150",".71%","23",".36%","173",".63%"
"Native American","16",".08%","10",".16%","26",".09%"
"Asian","66",".31%","15",".24%","81",".29%"
"Data Unavailable","115",".54%","42",".66%","157",".57%"
"TOTAL","21137","100.00%","6376","100.00%","27513","100.00%"
