"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","8855","58.81%","2404","50.92%","11259","56.93%"
"White","5950","39.52%","2247","47.60%","8197","41.45%"
"Hispanic","90","0.60%","15","0.32%","105","0.53%"
"Native American","19","0.13%","5","0.11%","24","0.12%"
"Asian","33","0.22%","15","0.32%","48","0.24%"
"Data Unavailable","109","0.72%","35","0.74%","144","0.73%"
"TOTAL","15056","100.00%","4721","100.00%","19777","100.00%"
