"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15860","60.87%","3648","47.81%","19508","57.91%"
"White","9823","37.70%","3872","50.75%","13695","40.65%"
"Hispanic","172","0.66%","45",".59%","217",".64%"
"Native American","30",".12%","9",".12%","39",".12%"
"Asian","77",".30%","20",".26%","97",".29%"
"Data Unavailable","95",".36%","36",".47%","131",".39%"
"TOTAL","26057","100.00%","7630","100.00%","33687","100.00%"
