"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","13,028","59.61%","3,193","48.32%","16,221","56.99%"
"White","8,500","38.89%","3,328","50.36%","11,828","41.55%"
"Hispanic","147",".67%","24",".36%","171",".60%"
"Native American","22",".10%","10",".15%","32",".11%"
"Asian","65",".30%","18",".27%","83",".29%"
"Data Unavailable","94",".43%","35",".53%","129",".45%"
"TOTAL","21,856","100.00%","6,608","100.00%","28,464","100.00%"
