"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","10094","57.68%","2312","45.89%","12406","55.04%"
"White","6908","39.47%","2597","51.55%","9505","42.17%"
"Hispanic","163","0.93%","19","0.38%","182","0.81%"
"Native American","22","0.13%","5","0.10%","27","0.12%"
"Asian","42","0.24%","65","0.12%","48","0.21%"
"Data Unavailable","272","1.55%","99","1.97%","371","1.65%"
"TOTAL","17501","100.00%","5038","100.00%","22539","100.00%"
