"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11280","58.57%","2582","47.40%","13862","56.11%"
"White","7475","38.81%","2736","50.23%","10211","41.33%"
"Hispanic","196","1.02%","24","0.44%","220","0.89%"
"Native American","26","0.13%","3","0.06%","29","0.12%"
"Asian","52","0.27%","12","0.22%","64","0.26%"
"unknown","231","1.20%","90","1.65%","321","1.30%"
"TOTAL","19260","100.00%","5447","100.00%","24707","100.00%"
