"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","10102","57.73%","2298","45.64%","12400","55.03%"
"White","6908","39.48%","2606","51.76%","9514","42.22%"
"Hispanic","159","0.91%","19","0.38%","178","0.79%"
"Native American","20","0.11%","5","0.10%","25","0.11%"
"Asian","40","0.23%","65","0.12%","46","0.20%"
"unknown","269","1.54%","101","2.01%","370","1.64%"
"TOTAL","17498","100.00%","5035","100.00%","22533","100.00%"
