"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11415","59.74%","2671","48.25%","14086","57.16%"
"White","7338","38.40%","2781","50.23%","10119","41.06%"
"Hispanic","135","0.71%","14","0.25%","149","0.60%"
"Native American","22","0.12%","5","0.09%","27","0.11%"
"Asian","51","0.27%","10","0.18%","61","0.25%"
"Data Unavailable","148","0.77%","55","0.99%","203","0.82%"
"TOTAL","19109","100.00%","5536","100.00%","24645","100.00%"
